Date,country_ID,country_name,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,_uuid
3/26/2019,YE,Yemen,YE22,Sa'ada,YE2211,Sahar,Al Talh,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,375,375,yes,yes,NA,435,435,YE16,NA,Vendor Did Not Answer,0,0,0,0,0,0,0,0,0,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,8,Private,Pumping Station or Borehole,no,800,NA,6,no,NA,NA,Vendor Did Not Answer,0,0,0,0,0,0,0,0,0,0,1,yes,570,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,NA,2585df23-ee1c-4021-8b9f-c7bc401759cb
3/26/2019,YE,Yemen,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,yes,yes,NA,440,440,YE13,8,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,120,yes,yes,NA,70,70,yes,yes,NA,150,150,yes,yes,NA,110,110,yes,yes,NA,500,500,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,800,5,10,yes,5500,7000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,571,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,yes,yes,yes,NA,92498fde-d6c3-43a9-b6e6-f4dd7a37f7ff
3/26/2019,YE,Yemen,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,no,NA,NA,NA,NA,YE13,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,no,NA,NA,NA,NA,yes,yes,NA,160,160,yes,yes,NA,100,100,yes,yes,NA,500,500,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,800,5,10,yes,5500,7000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,571,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,NA,fd839f5c-6432-4704-a013-a91886fb84e2
3/26/2019,YE,Yemen,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,yes,yes,NA,450,450,YE18,15,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,75,75,yes,yes,NA,140,140,yes,yes,NA,110,110,yes,yes,NA,500,500,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,800,5,10,yes,5500,7000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,571,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,yes,yes,yes,NA,91c44fd0-fc61-4fa6-87fe-ea6c4726d9a8
3/24/2019,YE,Yemen,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,yes,Cash Prepaid cards,1,0,0,1,0,0,0,0,0,NA,no,NA,NA,NA,NA,yes,yes,NA,380,380,YE24,25,Price Inflation Shortage of Demand Supply Shortage,1,0,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,150,yes,yes,NA,100,100,yes,yes,300,680,182,yes,yes,NA,100,100,yes,yes,NA,550,550,YE30,Wholesaler,10,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,5,Private,Pumping Station or Borehole,no,2000,NA,10,no,NA,NA,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,yes,543,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,yes,no,NA,0ace3986-effe-4e07-bd9c-d4613b5b0d3d
3/24/2019,YE,Yemen,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,yes,Cash Vouchers,1,0,0,0,0,1,0,0,0,NA,yes,yes,NA,330,330,yes,yes,NA,380,380,YE19,25,Liquidity Shortage Supply Shortage Transportation Issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,120,yes,yes,NA,100,100,yes,yes,300,800,213,yes,yes,NA,80,80,yes,yes,NA,550,550,YE20,Wholesaler,20,Liquidity Shortage Shortage of Demand Transportation Issues,0,1,1,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping Station or Borehole,no,2000,NA,15,no,NA,NA,Shortage of Demand Supply Shortage Transportation Issues,0,0,1,0,1,0,1,0,0,0,0,yes,545,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,yes,no,NA,f0727ac2-1aa6-4dd2-920f-8039759aac83
3/24/2019,YE,Yemen,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,330,330,yes,yes,NA,390,390,YE19,20,Liquidity Shortage Supply Shortage Transportation Issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,120,yes,yes,NA,100,100,yes,yes,300,800,213,yes,yes,NA,65,65,yes,yes,NA,450,450,YE30,Wholesaler,12,Liquidity Shortage Supply Shortage Transportation Issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,5,Private,Pumping Station or Borehole,no,2000,NA,10,no,NA,NA,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,yes,yes,NA,65ca2503-07e8-4b52-9487-ee09b6164423
3/27/2019,YE,Yemen,YE15,Taizz,YE1513,As Silw,Al Qabilah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,450,450,yes,yes,NA,450,450,YE15,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,100,100,yes,yes,NA,180,180,yes,yes,NA,150,150,yes,yes,NA,700,700,YE15,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,600,yes,dmg_infra_sorrounding,0,1,0,0,0,0,NA,road electrical,1,1,0,0,0,NA,yes,no,yes,no,yes,no,NA,0b9a0926-2310-46ba-ae29-a4ca2009cbc3
3/27/2019,YE,Yemen,YE15,Taizz,YE1513,As Silw,Al Qabilah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,400,400,yes,yes,NA,450,450,YE15,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,100,100,yes,yes,NA,180,180,yes,yes,NA,150,150,yes,yes,NA,800,800,YE15,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,600,yes,dmg_infra_sorrounding,0,1,0,0,0,0,NA,road electrical,1,1,0,0,0,NA,yes,no,no,no,no,no,NA,b8070814-26c8-4fd7-b987-993c387361d3
3/27/2019,YE,Yemen,YE15,Taizz,YE1513,As Silw,Al Qabilah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,400,400,yes,yes,NA,450,450,YE15,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,100,100,no,NA,NA,NA,NA,yes,yes,NA,190,190,yes,yes,NA,150,150,yes,yes,NA,750,750,YE15,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,600,yes,dmg_infra_sorrounding,0,1,0,0,0,0,NA,road electrical water,1,1,1,0,0,NA,yes,no,no,no,no,no,NA,b53d7975-e6ac-4a70-a578-5ae82979f539
3/19/2019,YE,Yemen,YE17,Hajjah,YE1715,Al Mahabishah,Al Madeenah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,370,370,yes,yes,NA,440,440,YE18,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,170,170,yes,no,75,150,160,yes,no,500,500,100,yes,yes,NA,600,600,YE17,Wholesaler,5,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,6500,25,30,yes,6500,9500,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,575,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,NA,road electrical communication,1,1,0,1,0,NA,yes,yes,yes,yes,yes,yes,NA,74541b72-44d4-4230-bda2-9aa6dd05cc07
3/24/2019,YE,Yemen,YE17,Hajjah,YE1715,Al Mahabishah,Al Madeenah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,380,380,yes,yes,NA,450,450,YE18,2,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,120,yes,yes,NA,170,170,yes,no,75,150,160,yes,yes,NA,100,100,yes,yes,NA,700,700,YE17,Wholesaler,4,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,8000,30,35,Do_not_know,NA,NA,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,570,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,NA,road electrical water,1,1,1,0,0,NA,yes,yes,yes,yes,yes,yes,NA,71e916aa-e9ae-4d44-bf3b-2b53021981ff
3/26/2019,YE,Yemen,YE22,Sa'ada,YE2211,Sahar,Al Moody,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,375,375,yes,yes,NA,435,435,YE16,20,Vendor Did Not Answer,0,0,0,0,0,0,0,0,0,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,580,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,NA,b831503a-9826-4e42-8446-05d7348ad533
3/26/2019,YE,Yemen,YE22,Sa'ada,YE2211,Sahar,Al Moody,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,375,375,yes,yes,NA,435,435,YE16,25,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,110,yes,yes,NA,310,310,yes,yes,NA,100,100,yes,yes,NA,100,100,yes,yes,NA,1000,1000,YE22,Wholesaler,2,Transportation Issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping Station or Borehole,no,800,NA,10,no,NA,NA,Transportation Issues,0,0,0,0,0,0,1,0,0,0,0,yes,580,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,NA,02fb5fcc-36db-4435-9863-d96cbaf6dcaa
3/25/2019,YE,Yemen,YE22,Sa'ada,YE2203,Monabbih,Al Emshaikh,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,450,450,yes,yes,NA,450,450,YE22,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,150,no,NA,NA,NA,NA,yes,yes,NA,170,170,yes,yes,NA,150,150,yes,yes,NA,650,650,YE22,Wholesaler,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2000,15,30,yes,12000,24000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,560,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction,1,1,1,1,0,0,NA,road electrical water communication,1,1,1,1,0,NA,yes,no,yes,yes,yes,no,NA,5bee0da8-8874-4602-8a33-1a79b08a0f36
3/24/2019,YE,Yemen,YE22,Sa'ada,YE2204,Ghamr,Badr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,480,480,yes,yes,NA,350,350,YE22,8,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,180,180,no,NA,NA,NA,NA,yes,yes,NA,100,100,yes,yes,NA,180,180,yes,yes,NA,650,650,YE22,Wholesaler,8,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,1000,10,30,yes,8000,16000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,560,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction,1,1,1,1,0,0,NA,road electrical water communication,1,1,1,1,0,NA,yes,no,yes,no,yes,no,NA,689135a6-41b4-4af7-8164-e58667ebc94b
3/24/2019,YE,Yemen,YE22,Sa'ada,YE2204,Ghamr,Badr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,350,350,yes,yes,NA,450,450,YE22,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,150,no,NA,NA,NA,NA,yes,yes,NA,150,150,yes,yes,NA,200,200,yes,yes,NA,700,700,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,20,25,yes,9000,18000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,560,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction,1,1,1,1,0,0,NA,road electrical water communication,1,1,1,1,0,NA,yes,no,yes,no,yes,no,NA,824f9073-b1ac-4463-b83b-f9e0b7a6bd3d
3/24/2019,YE,Yemen,YE22,Sa'ada,YE2204,Ghamr,Badr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,400,400,yes,yes,NA,400,400,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,200,no,NA,NA,NA,NA,yes,yes,NA,100,100,yes,yes,NA,150,150,yes,yes,NA,680,680,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1200,15,40,yes,11000,22000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,560,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction,1,1,1,1,0,0,NA,road electrical water communication,1,1,1,1,0,NA,yes,no,yes,no,yes,no,NA,109edade-9e68-4fb5-bbb0-76e70b101a18
3/27/2019,YE,Yemen,YE13,Amanat Al Asimah,YE1304,Assafi'yah,abu ali al ayashi shop,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,150,no,NA,NA,NA,NA,yes,yes,NA,100,100,yes,yes,NA,80,80,yes,yes,NA,600,600,YE13,Wholesaler,9,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,525,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,yes,no,NA,8f801571-2ede-4fef-9dcb-a1e1490b8747
3/27/2019,YE,Yemen,YE13,Amanat Al Asimah,YE1306,Al Wahdah,al hamadi shop for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,no,NA,NA,NA,NA,yes,yes,NA,110,110,yes,yes,NA,100,100,yes,yes,NA,500,500,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,525,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,yes,no,NA,4386009c-f0bf-483f-9963-150828aa5a1c
3/25/2019,YE,Yemen,YE20,Dhamar,YE2008,Dhamar City,al samhari shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,yes,yes,NA,430,430,Do_not_know,NA,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,400,400,yes,yes,NA,130,130,yes,yes,NA,100,100,yes,yes,NA,450,450,YE20,Wholesaler,NA,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,Do_not_know,2000,2,3,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,580,yes,did_not_answer,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,NA,5f98a8aa-89e8-42e0-8077-24ec8d4bf880
3/23/2019,YE,Yemen,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,al smai'e shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,yes,yes,NA,430,430,YE18,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,yes,yes,NA,300,300,yes,yes,NA,150,150,yes,yes,NA,100,100,yes,yes,NA,460,460,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,2,Private,Pumping_Station_or_Borehole,no,1700,3,3,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,565,yes,move_restriction,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,NA,853c7374-ba69-40ea-aa1b-b864597a1de4
3/23/2019,YE,Yemen,YE23,Sana'a,YE2312,Khwlan,al sha'b shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,365,365,yes,yes,NA,430,430,Vendor_did_not_answer,NA,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,100,no,NA,NA,NA,NA,yes,yes,NA,150,150,yes,yes,NA,110,110,yes,yes,NA,500,500,YE23,Wholesaler,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,2,Private,Pumping_Station_or_Borehole,no,2000,2,2,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,NA,8e1e5e74-5a3d-4d6f-9bb4-1a9f6c2a74ca
