"date_survey","governorate_ID","governorate_name","district_ID","district_name","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","price_diesel_normalised","sell_diesel","quantity_1L_diesel","diesel_quantity_other","price_diesel","calc_price_diesel","price_diesel_normalised_1","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_list","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","price_bottled_water_normalised","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","price_treated_water_normalised","sell_soap","quantity_1bar","soap_quantity_specify","price_soap","calc_price_soap","price_soap_normalised","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","price_laundry_powder_normalised","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","price_sanitary_napkins_normalised","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","price_cubic_meter","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","further_comments","_uuid"
2019-01-24,"YE16","Al Jawf","YE1610","Bart Al Anan","Ghameedha","Rural","Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,340,NA,400,"Yes","Yes",NA,400,NA,400,"YE26",NA,"Insecurity and Instability Transportation Issues",0,0,0,1,0,0,1,0,0,0,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping Station or Borehole","No",1000,2,NA,4,"No",NA,NA,"Transportation Issues",0,0,0,0,0,0,1,0,0,0,0,"Yes",560,NA,"b0888760-bc7a-4644-b48f-1d476e18c43d"
2019-01-15,"YE17","Hajjah","YE1704","Abs","Abs Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,450,"yes","yes",NA,450,NA,450,"YE26",10,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",75,160,170.6666667,170.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,400,NA,400,"YE17","Wholesaler",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Do_not_know","Water_Spring","no",1500,8,NA,15,"yes",2000,3000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",510,NA,"b94245ae-1d04-4be6-af57-91d06ce24eec"
2019-01-15,"YE17","Hajjah","YE1722","Ku'aydinah","Al Joma'ah Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,370,NA,450,"yes","yes",NA,450,NA,450,"YE26",10,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",75,159,169.6,169.6,"yes","yes",NA,100,NA,100,"yes","yes",NA,400,NA,400,"YE17","Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Do_not_know","Water_Spring","no",1500,4,NA,15,"yes",2000,3000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",500,NA,"ce179940-3212-4565-b1ac-f994564ab3da"
2019-01-20,"YE17","Hajjah","YE1704","Abs","Al Raboua'a Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,450,"yes","yes",NA,450,NA,450,"YE18",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",75,160,170.6666667,170.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,400,NA,400,"YE18","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Do_not_know","Pumping_Station_or_Borehole","no",1500,8,NA,10,"yes",1500,2000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",520,NA,"e1575c85-7642-4884-b568-875f79c2ebcf"
2019-01-23,"YE17","Hajjah","YE1704","Abs","Al Rozoom","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",14,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",130,130,80,80,"yes","yes",NA,80,NA,80,"yes","yes",NA,450,NA,450,"YE18","Wholesaler",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Public","Pumping_Station_or_Borehole","no",1000,2,NA,3,"yes",500,1000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",530,NA,"d8f82a40-650f-46a8-ad1e-3243014a6add"
2019-01-23,"YE17","Hajjah","YE1712","Aslem","Al Thlooth","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",14,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",130,130,80,80,"yes","yes",NA,80,NA,80,"yes","yes",NA,450,NA,450,"YE18","Wholesaler",NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Public","Pumping_Station_or_Borehole","no",1000,2,NA,4,"yes",1500,2500,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",530,NA,"b7e6f0c5-fde5-4285-821c-ff3eed467ebc"
2019-01-28,"YE17","Hajjah","YE1712","Aslem","Al Thlooth","Rural","yes","Cash Mobile_money",1,1,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",14,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",50,50,80,80,"yes","yes",NA,80,NA,80,"yes","yes",NA,450,NA,450,"YE18","Wholesaler",2,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",1000,2,NA,4,"no",NA,NA,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,"yes",540,NA,"ecd4dcf9-fb3a-4d2a-99e6-d8fb1894a51a"
2019-01-28,"YE17","Hajjah","YE1712","Aslem","Al Thlooth","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",21,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,50,NA,50,"yes","yes",130,130,80,80,"yes","yes",NA,80,NA,80,"yes","yes",NA,450,NA,450,"YE18","Wholesaler",NA,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",1000,2,NA,4,"no",NA,NA,"Liquidity_shortage Transportation_issues",0,1,0,0,0,0,1,0,0,0,0,"yes",530,NA,"08ab60e5-b0b3-493c-82b5-3eea714e1afd"
2019-01-06,"YE17","Hajjah","YE1712","Aslem","Al Thlooth","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,370,NA,450,"yes","yes",NA,450,NA,450,"YE18",10,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,50,NA,50,"yes","yes",75,160,170.6666667,170.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,400,NA,400,"YE17","Vendor",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Public","Water_Spring","no",1500,6,NA,12,"yes",1200,2400,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",500,NA,"677ea95a-30bb-44e4-97bf-d8e06bf85bc0"
2019-01-15,"YE17","Hajjah","YE1712","Aslem","Al Thlooth","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,450,"yes","yes",NA,450,NA,450,"YE18",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,130,NA,130,"no",NA,NA,NA,NA,NA,"yes","yes",75,170,181.3333333,181.3333333,"yes","yes",NA,100,NA,100,"yes","yes",NA,420,NA,420,"YE17","Vendor",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Do_not_know","Water_Spring","no",3000,20,NA,20,"yes",2000,3000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,"2fd5e1c8-f902-46a4-9b59-4921f8c50c8f"
2019-01-21,"YE17","Hajjah","YE1726","Najrah","Alamaan Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",10,"Transportation_issues",0,0,0,0,0,0,1,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",530,NA,"d473bb3e-ee51-4fee-8616-4e07d2b8bd3a"
2019-01-21,"YE17","Hajjah","YE1726","Najrah","Alamaan Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"yes","yes",70,120,137.1428571,137.1428571,"yes","no",110,100,90.90909091,90.90909091,"yes","yes",NA,500,NA,500,"YE18","Wholesaler",20,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",530,NA,"d9874ee0-c19d-493a-b0ca-e49cdf7b9877"
2019-01-20,"YE17","Hajjah","YE1715","Al Mahabishah","Aldodah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,370,NA,410,"yes","yes",NA,410,NA,410,"YE18",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,100,NA,100,"yes","yes",75,120,128,128,"yes","no",500,600,120,120,"yes","yes",NA,650,NA,650,"YE17","Wholesaler",3,"Price_inflation Insecurity_and_instability Supply_shortage",1,0,0,1,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",6500,10,NA,10,"no",NA,NA,"Price_inflation Insecurity_and_instability Transportation_issues",1,0,0,1,0,0,1,0,0,0,0,"yes",220,NA,"9d11c147-5d15-483a-afe0-94d5f9376d69"
2019-01-21,"YE17","Hajjah","YE1722","Ku'aydinah","Alkhamis Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,420,"yes","yes",NA,420,NA,420,"YE18",2,"Shortage_of_demand Transportation_issues",0,0,1,0,0,0,1,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",520,NA,"38a0735d-d93c-4d31-b14e-d63409001e99"
2019-01-21,"YE17","Hajjah","YE1722","Ku'aydinah","Alkhamis Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,100,NA,100,"yes","yes",70,120,137.1428571,137.1428571,"yes","no",110,100,90.90909091,90.90909091,"yes","yes",NA,550,NA,550,"YE18","Wholesaler",1,"Transportation_issues",0,0,0,0,0,0,1,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",520,NA,"51bacbaa-e1ee-4ae2-8c6e-e6ed8aeda194"
2019-01-21,"YE17","Hajjah","YE1722","Ku'aydinah","Alkhamis Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Public","Pumping_Station_or_Borehole","no",2000,9,NA,15,"yes",2000,3000,"Shortage_of_demand",0,0,1,0,0,0,0,0,0,0,0,"yes",520,NA,"1f52bd76-73a3-4c48-8d94-d207393c88a1"
2019-01-21,"YE17","Hajjah","YE1722","Ku'aydinah","Alkhamis Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,420,"yes","yes",NA,420,NA,420,"YE18",2,"Liquidity_shortage Supply_shortage Transportation_issues",0,1,0,0,1,0,1,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",520,NA,"8e1e28ab-47a8-432c-b574-f0644d4ae8a4"
2019-01-21,"YE17","Hajjah","YE1722","Ku'aydinah","Alkhamis Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,100,NA,100,"yes","yes",70,120,137.1428571,137.1428571,"yes","no",170,120,70.58823529,70.58823529,"yes","yes",NA,500,NA,500,"YE18","Wholesaler",1,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",520,NA,"9b449216-ce75-48ca-9aa0-8adfff80acd1"
2019-01-20,"YE17","Hajjah","YE1715","Al Mahabishah","Almadinah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,375,NA,415,"yes","yes",NA,415,NA,415,"YE18",3,"Price_inflation Insecurity_and_instability Government_regulations Transportation_issues",1,0,0,1,0,1,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,120,NA,120,"yes","yes",75,120,128,128,"yes","no",700,500,71.42857143,71.42857143,"yes","yes",NA,600,NA,600,"YE17","Wholesaler",4,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",6000,10,NA,10,"no",NA,NA,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes",520,NA,"2de66d92-90de-4be4-89ab-8fab04462f7b"
2019-01-20,"YE17","Hajjah","YE1715","Al Mahabishah","Almakhderah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,370,NA,410,"yes","yes",NA,410,NA,410,"YE18",3,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,120,NA,120,"yes","yes",75,120,128,128,"yes","no",700,500,71.42857143,71.42857143,"yes","yes",NA,600,NA,600,"YE17","Wholesaler",4,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",6000,10,NA,30,"yes",3000,6000,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes",520,NA,"553acfdf-76ae-4aa7-863d-26f74569813f"
2019-01-21,"YE17","Hajjah","YE1726","Najrah","Altoor Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Water_Spring","Do_not_know",1000,5,NA,10,"yes",9000,14000,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes",530,NA,"941dd218-79ff-48ba-b59d-45475c4c4202"
2019-01-20,"YE17","Hajjah","YE1724","Bani Qa'is","Altoor Market","Rural","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Public","Water_Spring","no",2000,1,NA,10,"yes",8000,12000,"Shortage_of_demand",0,0,1,0,0,0,0,0,0,0,0,"yes",530,NA,"4f34ed0c-896f-42d6-9b60-649b6e38bee9"
2019-01-20,"YE17","Hajjah","YE1724","Bani Qa'is","Altoor Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,410,"yes","yes",NA,410,NA,410,"YE18",2,"Transportation_issues",0,0,0,0,0,0,1,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",530,NA,"1a12d0eb-145e-4f63-9312-6f5aabf96fac"
2019-01-20,"YE17","Hajjah","YE1724","Bani Qa'is","Altoor Market","Rural","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"yes","yes",70,150,171.4285714,171.4285714,"yes","no",110,100,90.90909091,90.90909091,"yes","yes",NA,400,NA,400,"YE18","Wholesaler",10,"Shortage_of_demand",0,0,1,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",530,NA,"1a69b88e-8371-4e4a-844a-9eccae18d6f8"
2019-01-20,"YE17","Hajjah","YE1722","Ku'aydinah","Ku'aydinah Central Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,360,NA,440,"yes","yes",NA,440,NA,440,"YE18",2,"Supply_shortage Transportation_issues",0,0,0,0,1,0,1,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",515,NA,"5d8eeeb3-0974-4f3d-9780-67063c044f94"
2019-01-20,"YE17","Hajjah","YE1722","Ku'aydinah","Ku'aydinah Central Market","Rural","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"yes","yes",70,120,137.1428571,137.1428571,"yes","no",110,120,109.0909091,109.0909091,"yes","yes",NA,600,NA,600,"YE18","Wholesaler",1,"Transportation_issues",0,0,0,0,0,0,1,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",515,NA,"5b4e1a42-ff38-426c-9059-42eae7b550bf"
