"date_survey","country_name","country_ID","governorate_name","governorate_ID","district_name","district_ID","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","sell_diesel","quantity_1L_diesel","quantity_other_diesel","price_diesel","calc_price_diesel","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","sell_soap","quantity_1bar","soap_quantity_other","price_soap","calc_price_soap","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","mrk_supply_routes","mrk_supply_issues","mrk_supply_issues/dmg_infra_market","mrk_supply_issues/dmg_infra_sorrounding","mrk_supply_issues/dmg_storage","mrk_supply_issues/move_restriction","mrk_supply_issues/other","mrk_supply_issues/did_not_answer","mrk_supply_issues_other","mrk_dmg_infra","mrk_dmg_infra/road","mrk_dmg_infra/electrical","mrk_dmg_infra/water","mrk_dmg_infra/communication","mrk_dmg_infra/other","mrk_dmg_infra_other","mrk_increse_fuel_50","mrk_increse_fuel_100","mrk_increse_WASH_50","mrk_increse_WASH_100","mrk_increse_water_50","mrk_increse_water_100","further_comments","_uuid"
"4/23/2019","Yemen","YE","Aden","YE24","Al Buraiqeh","YE2404","Banafe'e Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,315,315,"yes","yes",NA,365,365,"YE24",1,"Price_inflation Supply_shortage Government_regulations Other_see_next_question",1,0,0,0,1,1,0,1,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"fde91991-82b3-46c0-8baf-431d50c121fc"
"4/21/2019","Yemen","YE","Aden","YE24","Al Buraiqeh","YE2404","Alqadeem Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,315,315,"yes","yes",NA,365,365,"YE24",3,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",500,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"5b7ec7bb-399a-40de-b06c-56d51dfc9687"
"4/22/2019","Yemen","YE","Lahj","YE25","Tuban","YE2515","Alfayoosh Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,360,360,"YE24",5,"Price_inflation Supply_shortage Transportation_issues Other_see_next_question",1,0,0,0,1,0,1,1,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","Petrol is not available in the market.","03fd8820-eb31-495b-9757-98c8d200f572"
"4/22/2019","Yemen","YE","Lahj","YE25","Al Milah","YE2508","Almilah Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,350,350,"YE19",2,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",509,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","The petrol is currently not available.","7eb09fe9-b696-4984-90cb-0e798d345c11"
"4/22/2019","Yemen","YE","Hajjah","YE17","Najrah","YE1726","Alaman Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,365,365,"no",NA,NA,NA,NA,"YE18",7,"Vendor_did_not_answer",0,0,0,0,0,0,0,0,0,0,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",505,"yes","dmg_infra_market",1,0,0,0,0,0,NA,"road electrical",1,1,0,0,0,NA,"no","no","yes","yes","yes","yes","The market is not selling diesel.","0c7f8fa0-a80c-4600-a635-a8ee9942598e"
"4/21/2019","Yemen","YE","Lahj","YE25","Tuban","YE2515","Sabir Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,315,315,"no",NA,NA,NA,NA,"YE24",15,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",515,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"aefa4978-2011-4ed1-81c2-8012f571269b"
"4/21/2019","Yemen","YE","Aden","YE24","Khur Maksar","YE2408","Althakafa Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,315,315,"no",NA,NA,NA,NA,"YE24",2,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","no","no",NA,"31bdfe0b-2742-430c-9b23-e0cb7b261043"
"4/25/2019","Yemen","YE","Aden","YE24","Khur Maksar","YE2408","Alareesh Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,315,315,"no",NA,NA,NA,NA,"YE24",2,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","no","no",NA,"07060831-8d2c-4717-ac9b-c9d6374db673"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","mamdouh al zafni wter trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,15,"Private","Pumping_Station_or_Borehole","yes",733,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"f48b1c9d-9d88-4acf-9afa-3096b3d7a5e3"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Az'zal","YE1303","Ibrahim abu al ghaith water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,7,"Private","Pumping_Station_or_Borehole","yes",1285,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"7bd19ed1-fe5d-44d1-9135-97afe0532cd8"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","Hameer Ali water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",1333,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"2241368a-042d-4701-877d-38b86d784d4f"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Az'zal","YE1303","mohammed al ma'dani water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",1500,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"474c85e5-35d4-49b7-91b7-710bfc8a8e69"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Az'zal","YE1303","mohammed saleh al arwi water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",1333,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"9ea74663-6c2c-403c-86ff-909abd923ed1"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","khaled mefreh water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","yes",1400,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"3c2dafd0-11d8-46d0-8601-fba62109a443"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","redman al asfari water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","yes",1500,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no",NA,"0fc5a655-2c98-4378-9400-2a00cb9fc5c0"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","abd al lattif al affeef water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","yes",1500,2,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no",NA,"fd5776f7-1115-4f81-ab54-5930fc80a788"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","mohammed al yazli water trucking","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","yes",1500,4,4,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no",NA,"e17cf419-c973-4e44-9d7e-96231293157b"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","Aghadeer station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,80,80,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Do_not_know",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"f3c44328-44e2-40df-8646-b0d5eba4ddf4"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","Al Ostoura station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,90,90,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Other",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"abbc1182-4a49-4978-b513-68481f428a9f"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","Al Amzon station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,80,80,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Other",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"4a0eb931-0c23-4729-8923-3ad4b8ba80b8"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Az'zal","YE1303","Abd Al Kareem Al Ghazali station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,80,80,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"f9491fa0-31eb-44fa-bc68-501f752e1df4"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","Ghailan station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,80,80,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Wholesaler",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"dd8775e7-969b-4678-a68e-aac78c4d50ad"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Az'zal","YE1303","Yanabe'a Dubai station for treated water","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,80,80,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"YE13","Other",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"c85f0fb9-5ff8-4767-84b1-0fe1669e0f6c"
