Date,country_ID,country_name,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,_uuid
2019-03-24,YE,Yemen,YE22,Sa'ada,YE2204,Ghamr,Badr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,400,400,,,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,680,680,,,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1200,15,,40,yes,11000,22000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,560,,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction,1,1,1,1,0,0,,road electrical water communication,1,1,1,1,0,,yes,no,yes,no,yes,no,,109edade-9e68-4fb5-bbb0-76e70b101a18
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1304,Assafi'yah,abu ali al ayashi shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,80,80,,,yes,yes,,600,600,,,YE13,Wholesaler,9,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,8f801571-2ede-4fef-9dcb-a1e1490b8747
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1306,Al Wahdah,al hamadi shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,110,110,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,4386009c-f0bf-483f-9963-150828aa5a1c
2019-03-25,YE,Yemen,YE20,Dhamar,YE2008,Dhamar City,al samhari shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Do_not_know,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,400,400,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,450,450,,,YE20,Wholesaler,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,2000,2,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,580,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,5f98a8aa-89e8-42e0-8077-24ec8d4bf880
2019-03-23,YE,Yemen,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,al smai'e shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,300,300,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,460,460,,,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,1700,3,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,565,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,,853c7374-ba69-40ea-aa1b-b864597a1de4
2019-03-23,YE,Yemen,YE23,Sana'a,YE2312,Khwlan,al sha'b shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Vendor_did_not_answer,,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,110,110,,,yes,yes,,500,500,,,YE23,Wholesaler,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,2000,2,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,8e1e5e74-5a3d-4d6f-9bb4-1a9f6c2a74ca
2019-03-23,YE,Yemen,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,al mentab shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Do_not_know,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,300,300,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,450,450,,,YE13,Wholesaler,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1750,2,,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,560,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,no,yes,,e71df288-bb55-4380-8b1f-35f031ecb08c
2019-03-25,YE,Yemen,YE20,Dhamar,YE2008,Dhamar City,al hamdani shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Vendor_did_not_answer,,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,400,400,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,450,450,,,YE20,Wholesaler,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,2000,3,,3,no,,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,586,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,2b8fa631-38ee-487d-99be-9645e7b3ad5c
2019-03-25,YE,Yemen,YE20,Dhamar,YE2008,Dhamar City,al washli shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Vendor_did_not_answer,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,450,450,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE20,Wholesaler,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,2000,3,,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,586,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,901355d4-46de-4cb7-acba-35fa78261b1f
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1304,Assafi'yah,awlad al jamal shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,1cb9120f-c52a-497b-ba74-290415ff3946
2019-03-23,YE,Yemen,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,jamaher shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Vendor_did_not_answer,,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,300,300,,,yes,yes,,140,140,,,yes,yes,,100,100,,,yes,yes,,450,450,,,YE13,Wholesaler,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1670,2,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,560,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,yes,,2af863b1-546c-4e47-a1f2-d5d945b6d6b4
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1306,Al Wahdah,dar al jazeerah shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,8b849a3a-b502-4573-9e91-142fb261feda
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1304,Assafi'yah,shams shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,64a60b20-c2b7-44f0-a557-60a80e169ad7
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1303,Az'zal,abd al azeez al qabati shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,650,650,,,YE13,Wholesaler,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,c46b5bd1-1e73-4213-b415-38b554cd8d49
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Oman shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,53f4de36-30ed-4e2c-af03-1a56c4d53878
2019-03-23,YE,Yemen,YE23,Sana'a,YE2312,Khwlan,Antar shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Do_not_know,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Wholesaler,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,2000,2,,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,560,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,0e94a128-e617-472f-9869-fdc1aa5ca43a
2019-03-23,YE,Yemen,YE23,Sana'a,YE2312,Khwlan,Maeedh shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Vendor_did_not_answer,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Wholesaler,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,2,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,570,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,0918b4fd-5b03-496d-ae73-ef97d636b240
2019-03-26,YE,Yemen,YE23,Sana'a,YE2302,Arhab,Bait al washr shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,450,450,,,YE26,15,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,480,480,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1500,10,,20,yes,10000,12000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,587,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,8eddb7f5-1859-41ed-b82f-5aa4123b6efc
2019-03-26,YE,Yemen,YE23,Sana'a,YE2302,Arhab,Bait al washr shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,440,440,,,YE26,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,140,140,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1500,10,,20,yes,10000,12000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,587,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,e0e3b333-7228-44fa-8de2-98c2f80e6ae7
2019-03-26,YE,Yemen,YE23,Sana'a,YE2302,Arhab,Bait al washr shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE13,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,520,520,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1500,10,,20,yes,10000,12000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,587,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,c37ad5b6-b6fb-4b2d-b4be-e39c5430115e
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Haj for food supplies,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,b12b70ff-6606-4d99-ba69-79a948b6980f
2019-03-27,YE,Yemen,YE13,Amanat Al Asimah,YE1303,Az'zal,Al Hardi food supplies,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,110,110,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,6eb3096b-b46d-4e71-9ea0-1c12cd1f0941
2019-03-26,YE,Yemen,YE23,Sana'a,YE2303,Nihm,Thumah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE13,14,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,520,520,,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1300,10,,20,yes,8500,10000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,b05f72ea-fdb1-4460-a762-f569bfdd532d
2019-03-26,YE,Yemen,YE23,Sana'a,YE2303,Nihm,Thumah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,450,450,,,YE13,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,170,170,,,yes,yes,,100,100,,,yes,yes,,520,520,,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1300,10,,20,yes,8500,10000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,yes,,52295c9b-3748-4daf-a42e-865f1f57a6f6
2019-03-26,YE,Yemen,YE23,Sana'a,YE2303,Nihm,Thumah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,450,450,,,YE13,15,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,160,160,,,yes,yes,,100,100,,,yes,yes,,520,520,,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1300,10,,20,yes,8500,10000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,yes,,4f5b0df9-f2cb-4393-80f4-50bf7f8b4917
2019-03-26,YE,Yemen,YE23,Sana'a,YE2302,Arhab,Arhab university,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE26,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,90,90,,,yes,yes,,480,480,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1250,8,,10,yes,8000,9500,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,587,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,bc0c5d73-3149-4026-9e95-ca429da25f49
2019-03-26,YE,Yemen,YE23,Sana'a,YE2302,Arhab,Arhab university,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,20,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,110,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1250,8,,10,yes,8000,9500,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,587,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,b18508f4-8c4f-450d-8bb0-ce66e3faf7fc
