date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,further_comments,_uuid
1/19/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothalath Rawe',Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,60,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,7,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,542,,ec1e9631-c3ad-457f-8258-421e681229a2
1/19/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothalath Rawe',Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,75,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,7,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,542,,a38f7f8e-2032-4ab4-bb58-f08e3df0a7ef
1/19/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothalath Rawe',Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,70,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1100,6,,8,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,542,,f484b47a-1fa5-45d6-9c8e-a41d91894826
1/22/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,420,NaN,,,YE18,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,70,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,520,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,6,,8,yes,11000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,568,,b8ee90c7-5dd4-4299-b865-ccf4eeb2299c
1/22/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,,,yes,yes,,80,NaN,,,yes,yes,75,140,149.3333333,,,yes,yes,,120,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,6,,8,yes,11000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,568,,ac924c80-a2eb-425a-96e0-eee097a226a8
1/22/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,60,NaN,,,yes,yes,75,140,149.3333333,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,6,,8,yes,11000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,568,,1c800d77-67e1-4c90-ba13-39f758e79c36
1/22/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Sarf,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,,,yes,yes,,75,NaN,,,yes,yes,75,150,160,,,yes,yes,,120,NaN,,,yes,yes,,520,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,7,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,565,,f5b0e698-eb68-4d60-b6ef-df6d14fc263e
1/22/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Sarf,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,5,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,70,NaN,,,yes,yes,75,130,138.6666667,,,yes,yes,,100,NaN,,,yes,yes,,480,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,7,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,565,,bcaf3ec3-41b4-4c9b-8160-ea6f5e1e0d87
1/23/2019,YE23,Sana'a,YE2304,Bani Hushaysh,Sarf,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,60,NaN,,,yes,yes,75,150,160,,,yes,yes,,120,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,7,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,565,,ae3f9d68-50c3-43eb-a27a-63fa0086190a
1/23/2019,YE23,Sana'a,YE2307,Bani Matar,Mutanah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,Do_not_know,6,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,110,90,65.45454545,,,yes,yes,,140,NaN,,,yes,yes,,500,NaN,,,Do_not_know,Wholesaler,7,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,25,Private,Pumping_Station_or_Borehole,yes,850,1,,4,yes,9000,12000,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,520,,f3b2a636-5a6f-4c2f-b6ed-25d2535062a1
1/20/2019,YE17,Hajjah,YE1724,Bani Qa'is,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Public,Water_Spring,no,2000,1,,10,yes,8000,12000,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,530,,4f34ed0c-896f-42d6-9b60-649b6e38bee9
1/20/2019,YE17,Hajjah,YE1724,Bani Qa'is,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,410,NaN,,,YE18,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,1a12d0eb-145e-4f63-9312-6f5aabf96fac
1/20/2019,YE17,Hajjah,YE1724,Bani Qa'is,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,no,,,,,,,yes,yes,70,150,171.4285714,,,yes,no,110,100,90.90909091,,,yes,yes,,400,NaN,,,YE18,Wholesaler,10,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,1a69b88e-8371-4e4a-844a-9eccae18d6f8
1/24/2019,YE16,Al Jawf,YE1610,Bart Al Anan,Al Haj,Rural,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,340,NaN,,,Yes,Yes,,410,NaN,,,YE26,30,Price Inflation Liquidity Shortage Supply Shortage Government Regulations Transportation Issues,1,1,0,0,1,1,1,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,Yes,,310,NaN,,,Yes,Yes,80,110,110,,,Yes,Yes,,100,NaN,,,Yes,Yes,,800,NaN,,,YE16,Wholesaler,,Price Inflation Insecurity and Instability,1,0,0,1,0,0,0,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Treatment Station,Do_not_know,900,3,,4,No,,,Do Not Know,0,0,0,0,0,0,0,0,1,0,0,Yes,560,,54b1fa58-902d-4c82-9f30-f0ae740c6936
1/24/2019,YE16,Al Jawf,YE1610,Bart Al Anan,AlHashedi,Rural,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,340,NaN,,,Yes,Yes,,400,NaN,,,YE26,,Supply Shortage,0,0,0,0,1,0,0,0,0,0,0,,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,Yes,,300,NaN,,,Yes,Yes,75,90,96,,,Yes,Yes,,120,NaN,,,No,,,,,,,YE14,Wholesaler,3,Transportation Issues,0,0,0,0,0,0,1,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,8,Private,Other,Do_not_know,1000,3,,6,Do_not_know,,,Insecurity and Instability Transportation Issues,0,0,0,1,0,0,1,0,0,0,0,Yes,560,,eb169ca6-47d0-4cc0-a063-f89e1a004884
1/24/2019,YE16,Al Jawf,YE1610,Bart Al Anan,Ghameedha,Rural,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,340,NaN,,,Yes,Yes,,400,NaN,,,YE26,,Insecurity and Instability Transportation Issues,0,0,0,1,0,0,1,0,0,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping Station or Borehole,No,1000,2,,4,No,,,Transportation Issues,0,0,0,0,0,0,1,0,0,0,0,Yes,560,,b0888760-bc7a-4644-b48f-1d476e18c43d
1/20/2019,YE18,Al Hudaydah,YE1817,Bayt Al Faqiah,Bait Alfaqeeh,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,NaN,,,yes,yes,,150,NaN,,,yes,yes,70,120,137.1428571,,,yes,no,110,120,109.0909091,,,yes,yes,,600,NaN,,,YE18,Wholesaler,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,5fbaf7c5-fef2-4b0a-a874-5c156cc7a149
1/20/2019,YE18,Al Hudaydah,YE1817,Bayt Al Faqiah,Bait Alfaqeeh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,420,NaN,,,YE18,15,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,46c69d99-8282-47fe-a63e-478602cb879a
1/20/2019,YE18,Al Hudaydah,YE1817,Bayt Al Faqiah,Bait Alfaqeeh,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Treatment_Station,yes,2300,3,,20,yes,7500,15000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,535,,6746f7a2-c40f-484b-84fa-1352f5041d4e
1/24/2019,YE20,Dhamar,YE2008,Dhamar City,Al Hemdani shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,Vendor_did_not_answer,5,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,450,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE20,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,Do_not_know,1500,2,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,,bf02f9a5-7610-40be-8675-6109c2d6271a
1/24/2019,YE20,Dhamar,YE2008,Dhamar City,Al Samhari Shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,6,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,yes,yes,75,140,149.3333333,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE20,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Water_Spring,no,1500,2,,2,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,550,,04f92b5e-6353-48ab-8192-e1f28fe0bd92
1/24/2019,YE20,Dhamar,YE2008,Dhamar City,Al Washli shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,5,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE20,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,Do_not_know,1550,2,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,560,,c97452a2-8c0f-4bb2-bc4b-cf1a86057c46
1/22/2019,YE11,Ibb,YE1116,Dhi As Sufal,Al-Sayani,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,330,NaN,,,Yes,Yes,,340,NaN,,,YE18,7,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,No,5,50,100,,,Yes,Yes,80,100,100,,,Yes,Yes,,100,NaN,,,Yes,Yes,,400,NaN,,,YE11,Wholesaler,12,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping Station or Borehole,No,2500,1,,3,No,,,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,545,,96b263ab-bf83-4c2b-a395-7066ea5f0c04
1/22/2019,YE11,Ibb,YE1116,Dhi As Sufal,Al-Sharea Al-A'am,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,330,NaN,,,Yes,Yes,,340,NaN,,,YE24,12,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,Yes,,80,NaN,,,Yes,Yes,80,100,100,,,Yes,Yes,,100,NaN,,,Yes,Yes,,350,NaN,,,YE11,Wholesaler,3,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Private,Pumping Station or Borehole,No,2500,1,,10,Yes,12000,18000,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,525,,df1f8faa-e2e1-480d-8b8f-b9d43973806e
1/22/2019,YE11,Ibb,YE1116,Dhi As Sufal,Al-Thalatheen,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,330,NaN,,,Yes,Yes,,340,NaN,,,YE18,5,Price Inflation Liquidity Shortage Shortage of Demand Transportation Issues,1,1,1,0,0,0,1,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,No,5,70,140,,,Yes,Yes,80,120,120,,,Yes,Yes,,100,NaN,,,Yes,Yes,,400,NaN,,,YE11,Wholesaler,9,Price Inflation Shortage of Demand,1,0,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Private,Pumping Station or Borehole,Yes,2700,2,,5,Yes,13000,0,Price Inflation Shortage of Demand Government Regulations Transportation Issues,1,0,1,0,0,1,1,0,0,0,0,Yes,550,,d49bfc59-3bf7-4a74-9e3b-7c755963a147
1/23/2019,YE15,Taizz,YE1506,Dhubab,Al Mukha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,320,NaN,,,yes,yes,,350,NaN,,,YE24,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,,,yes,yes,,150,NaN,,,yes,yes,100,100,80,,,yes,yes,,120,NaN,,,yes,yes,,600,NaN,,,YE24,Wholesaler,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2000,15,,20,yes,2500,3000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,560,,fd0bafef-7c53-4687-8106-04422a06534e
1/23/2019,YE15,Taizz,YE1506,Dhubab,Al Mukha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,350,NaN,,,YE24,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,NaN,,,yes,yes,,130,NaN,,,yes,yes,100,150,120,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE24,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2500,10,,20,yes,13000,18000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,560,,82de9adb-a748-4a6f-9733-217f17f3babb
1/23/2019,YE15,Taizz,YE1506,Dhubab,Al Mukha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,320,NaN,,,yes,yes,,350,NaN,,,YE24,3,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,150,NaN,,,yes,yes,100,140,112,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE24,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,5000,10,,20,yes,13000,25000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,560,,30eae20a-4f1f-4fcb-b086-8f7df4902b2e
1/23/2019,YE21,Shabwah,YE2114,Habban,Al Jawl,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,255,NaN,,,yes,yes,,265,NaN,,,YE19,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,80,150,150,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE21,Vendor,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Credit,0,0,0,0,1,0,0,0,0,,2.5,Private,Pumping_Station_or_Borehole,no,2900,7,,10,yes,0,10000,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,yes,580,,fd3640a9-1314-4112-ba83-b5b5a291efbc
1/23/2019,YE21,Shabwah,YE2114,Habban,Al Jawl,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,260,NaN,,,yes,yes,,275,NaN,,,YE19,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,80,130,130,,,yes,yes,,120,NaN,,,yes,yes,,700,NaN,,,YE21,Vendor,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Public,Pumping_Station_or_Borehole,no,3000,3,,5,yes,800,0,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,no,,The market has only ATM and no money excahngers,650485a9-eec0-42da-a667-36a0084e8720
