start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_diesel_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_uuid,_submission_time,_index
2019-01-24T14:18:12.930+03:00,2019-01-24T15:31:22.962+03:00,2019-01-24,ee.humanitarianresponse.info:HewJ1YLaAnyobm4o,2019-01-15,Zainab,OXFAM,,YE17,Hajjah,YE1704,Abs,Abs Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,450,,yes,yes,,450,NaN,450,,YE26,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,50,NaN,50,,yes,yes,75,160,170.6666667,170.6666667,,yes,yes,,100,NaN,100,,yes,yes,,400,NaN,400,,YE17,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Do_not_know,Water_Spring,no,1500,8,,15,yes,2000,3000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,510,,,b94245ae-1d04-4be6-af57-91d06ce24eec,2019-01-24T12:31:31,185
2019-01-24T14:30:40.595+03:00,2019-01-24T15:31:57.113+03:00,2019-01-24,ee.humanitarianresponse.info:HewJ1YLaAnyobm4o,2019-01-15,Fatimah Salem,OXFAM,,YE17,Hajjah,YE1712,Aslem,Al Tholth,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,450,,yes,yes,,450,NaN,450,,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,,no,,,,,0,,yes,yes,75,170,181.3333333,181.3333333,,yes,yes,,100,NaN,100,,yes,yes,,420,NaN,420,,YE17,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Do_not_know,Water_Spring,no,3000,20,,20,yes,2000,3000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,2fd5e1c8-f902-46a4-9b59-4921f8c50c8f,2019-01-24T12:32:05,186
2019-01-24T14:44:23.149+03:00,2019-01-24T15:32:20.931+03:00,2019-01-24,ee.humanitarianresponse.info:HewJ1YLaAnyobm4o,2019-01-20,Amat Alrahman,OXFAM,,YE18,Al Hudaydah,YE1801,Az Zuhrah,Al Khamis,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,450,,yes,yes,,450,NaN,450,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,50,NaN,50,,yes,yes,75,160,170.6666667,170.6666667,,yes,yes,,100,NaN,100,,yes,yes,,400,NaN,400,,YE18,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Do_not_know,Pumping_Station_or_Borehole,no,1500,10,,15,yes,1500,3000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,,bc0da42c-ff2b-462e-8486-7ba5709555d6,2019-01-24T12:32:30,187
2019-01-24T14:59:54.317+03:00,2019-01-24T15:32:46.892+03:00,2019-01-24,ee.humanitarianresponse.info:HewJ1YLaAnyobm4o,2019-01-20,Basimah,OXFAM,,YE18,Al Hudaydah,YE1801,Az Zuhrah,Al Ma'aras,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,450,,yes,yes,,450,NaN,450,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,50,NaN,50,,yes,yes,75,160,170.6666667,170.6666667,,yes,yes,,100,NaN,100,,yes,yes,,400,NaN,400,,YE18,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Do_not_know,Water_Spring,no,1500,15,,15,yes,1500,2000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,,b7d44cf1-4a46-489a-a48d-5f2515ae9247,2019-01-24T12:32:57,188
2019-01-24T15:31:04.265+03:00,2019-01-24T15:33:21.663+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,????? ??? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,125,120,76.8,76.8,,yes,yes,,120,NaN,120,,yes,yes,,650,NaN,650,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,3a90df71-49c5-4c62-ae67-a2827742720a,2019-01-24T12:33:23,189
2019-01-24T15:06:22.878+03:00,2019-01-24T15:34:00.922+03:00,2019-01-24,ee.humanitarianresponse.info:HewJ1YLaAnyobm4o,2019-01-20,Fatimah,OXFAM,,YE17,Hajjah,YE1704,Abs,Al Raboua'a Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,450,,yes,yes,,450,NaN,450,,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,50,NaN,50,,yes,yes,75,160,170.6666667,170.6666667,,yes,yes,,100,NaN,100,,yes,yes,,400,NaN,400,,YE18,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Do_not_know,Pumping_Station_or_Borehole,no,1500,8,,10,yes,1500,2000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,,e1575c85-7642-4884-b568-875f79c2ebcf,2019-01-24T12:34:09,190
2019-01-24T15:33:23.306+03:00,2019-01-24T15:34:54.302+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ????????? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,0,,yes,yes,,90,NaN,90,,no,,,,,,,no,,,,,0,,no,,,,,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,198062aa-4014-4d98-aa5c-769654a4f64c,2019-01-24T12:34:55,191
2019-01-24T15:34:55.526+03:00,2019-01-24T15:37:25.913+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,????? ??? ??? ??????? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,125,120,76.8,76.8,,yes,yes,,100,NaN,100,,yes,yes,,450,NaN,450,,YE13,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,1a303178-d189-4c3f-9db6-d52fbc8e69d5,2019-01-24T12:37:27,192
2019-01-24T15:37:28.075+03:00,2019-01-24T15:39:47.549+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,????? ????? ?????? ????????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,125,100,64,64,,yes,yes,,100,NaN,100,,yes,yes,,600,NaN,600,,YE13,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,51e46655-5e30-4ec3-8f8e-b3bf307daa58,2019-01-24T12:39:49,193
2019-01-24T15:39:49.821+03:00,2019-01-24T15:42:10.071+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,??? ???? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,125,130,83.2,83.2,,yes,yes,,100,NaN,100,,yes,yes,,600,NaN,600,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,5fee881c-cca5-4d7c-b1a9-bd32d12d23ec,2019-01-24T12:42:12,194
2019-01-24T15:42:27.923+03:00,2019-01-24T15:43:59.548+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ??? ??? ???????? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,425,,yes,yes,,425,NaN,425,,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,9040355d-bf54-4010-92ca-e4568dc747ed,2019-01-24T12:44:00,195
2019-01-24T15:44:00.554+03:00,2019-01-24T15:45:35.883+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ??????? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,0,,yes,yes,,100,NaN,100,,no,,,,,,,no,,,,,0,,no,,,,,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,05e43c63-aee2-4f13-a6c3-7962638cad89,2019-01-24T12:45:37,196
2019-01-24T15:45:37.145+03:00,2019-01-24T15:47:11.339+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,????? ????? ????? ?????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,125,120,76.8,76.8,,yes,yes,,100,NaN,100,,yes,yes,,500,NaN,500,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,bc8b4040-2f86-4434-ac05-4211e647c227,2019-01-24T12:47:12,197
2019-01-24T15:47:12.731+03:00,2019-01-24T15:48:37.796+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ????? ???? ??????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1400,2,,4,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,444386ac-2b4a-453b-a537-db0e4ff089d2,2019-01-24T12:48:39,198
2019-01-24T15:48:39.298+03:00,2019-01-24T15:50:16.804+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ???? ?????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1333,2,,4,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,669d6b4e-ed08-428e-a80c-af57a6b76956,2019-01-24T12:50:18,199
2019-01-24T15:50:18.344+03:00,2019-01-24T15:51:25.115+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1304,Assafi'yah,???? ???? ???????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1333,2,,4,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,5eb1b2ec-ae24-41e7-b4dd-998f7ef5ce3e,2019-01-24T12:51:26,200
2019-01-24T15:51:26.929+03:00,2019-01-24T15:52:59.643+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1302,Shu'aub,???,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,,1333,2,,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,5e8719a4-66c4-43d5-93ff-95bf006c3b80,2019-01-24T12:53:01,201
2019-01-24T15:53:01.750+03:00,2019-01-24T15:54:31.868+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1302,Shu'aub,???? ????? ???????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,15,Private,Pumping_Station_or_Borehole,yes,666,2,,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,90857ad1-3277-4ccb-8d15-2d1c9bf671ad,2019-01-24T12:54:33,202
2019-01-24T15:54:33.605+03:00,2019-01-24T15:56:09.186+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1302,Shu'aub,???? ???? ????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1400,2,,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,,943c0d50-8fe5-41b1-a294-d36f06a238d2,2019-01-24T12:56:11,203
2019-01-24T15:56:11.118+03:00,2019-01-24T16:01:12.443+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1302,Shu'aub,???? ??????? ???????? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,425,,yes,yes,,425,NaN,425,,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,2678f3ea-4dca-4ec0-8afc-53ccb5a35dec,2019-01-24T13:01:14,204
2019-01-24T16:01:14.744+03:00,2019-01-24T16:02:49.810+03:00,2019-01-24,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,2019-01-24,???,SDF,,YE13,Amanat Al Asimah,YE1302,Shu'aub,????? ??????? ????????? ????????,Urban,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,125,100,64,64,,yes,yes,,100,NaN,100,,yes,yes,,550,NaN,550,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,,,61da84cf-17fe-4d72-9d57-d4d50ec12155,2019-01-24T13:02:51,205
2019-01-24T16:14:17.418+03:00,2019-01-24T16:28:38.724+03:00,2019-01-24,ee.humanitarianresponse.info:hToKhjLIVYCTdanp,2019-01-23,???? ?????????,ROC,,YE15,Taizz,YE1515,Al Wazi'iyah,???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,450,NaN,460,,yes,yes,,460,NaN,460,,YE15,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,150,NaN,150,,yes,yes,100,120,96,96,,yes,yes,,160,NaN,160,,yes,yes,,600,NaN,600,,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3000,10,,20,yes,25000,30000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,548,,,53972db3-c4bd-4e26-bc96-fd717827fab1,2019-01-24T13:28:41,206
2019-01-24T16:28:40.565+03:00,2019-01-24T16:36:36.075+03:00,2019-01-24,ee.humanitarianresponse.info:hToKhjLIVYCTdanp,2019-01-23,???? ?????????,ROC,,YE15,Taizz,YE1515,Al Wazi'iyah,??? ????????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,450,NaN,460,,yes,yes,,460,NaN,460,,YE24,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,yes,yes,,150,NaN,150,,yes,yes,100,130,104,104,,yes,yes,,160,NaN,160,,yes,yes,,600,NaN,600,,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3000,10,,20,yes,25000,30000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,548,,,960628f1-e257-4da4-aba0-ef7c262555b3,2019-01-24T13:36:39,207
2019-01-24T17:12:35.375+03:00,2019-01-24T17:22:35.100+03:00,2019-01-24,ee.humanitarianresponse.info:hToKhjLIVYCTdanp,2019-01-23,????? ???????,ROC,,YE15,Taizz,YE1514,Ash Shamayatayn,???????,Rural,no,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,no,,,,,0,,yes,yes,100,130,104,104,,yes,yes,,90,NaN,90,,yes,yes,,550,NaN,550,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,,4e2f20c4-7079-4a2f-be9a-d74b03012eeb,2019-01-24T14:22:40,208
2019-01-24T17:28:18.991+03:00,2019-01-24T17:35:57.578+03:00,2019-01-24,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-24,Suhail,B4D,,YE13,Amanat Al Asimah,YE1307,At Tahrir,Tunis Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,354,NaN,410,,yes,yes,,410,NaN,410,,YE18,16,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,,yes,yes,,470,NaN,470,,yes,yes,85,220,207.0588235,207.0588235,,yes,yes,,130,NaN,130,,yes,no,8,600,750,750,,YE13,Wholesaler,11,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,no,277,2,,5,yes,380,500,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,540,,,cdd7f9e9-1b93-493e-8747-33494eea242b,2019-01-24T14:35:56,209
2019-01-24T17:35:58.910+03:00,2019-01-24T17:42:51.986+03:00,2019-01-24,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-24,Suhail,B4D,,YE13,Amanat Al Asimah,YE1307,At Tahrir,Akhwan Ali,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,0,,no,,,,,0,,YE13,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,85,200,188.2352941,188.2352941,,yes,no,700,500,71.42857143,71.42857143,,yes,yes,,750,NaN,750,,YE13,Do_not_know,,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,18,Private,Treatment_Station,yes,450,4,,5,no,,,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,551,,,aea5b520-eb6b-4b67-9351-218db90230a0,2019-01-24T14:42:50,210
2019-01-24T17:42:53.259+03:00,2019-01-24T17:49:17.916+03:00,2019-01-24,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-24,Suhail,B4D,,YE13,Amanat Al Asimah,YE1307,At Tahrir,Zera'a Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,13,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,no,20,900,450,450,,yes,yes,85,200,188.2352941,188.2352941,,yes,yes,,120,NaN,120,,no,,,,,,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,,96f7e746-a8ef-43a2-a31a-328d7ac5f84b,2019-01-24T14:49:16,211
