start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2018-12-17T10:43:04.055+03:00,2018-12-17T10:48:32.495+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-13,????,NFDHR,,YE23,YE2305,?????????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,130,,,,yes,yes,,120,NaN,,,yes,yes,,580,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1400,1,,15,yes,12000,17000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,510,,,v2ZtbFxdMLUeS6K3smMjSx,43678603,2a764163-865d-4f1d-ab85-3c0aca7551e5,2018-12-17T07:48:35,,157
2018-12-17T10:48:34.520+03:00,2018-12-17T10:53:56.400+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-13,????,NFDHR,,YE23,YE2305,?????????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,440,NaN,,,yes,yes,,450,NaN,,,YE13,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,125,,,,yes,yes,,130,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,900,1,,15,yes,9000,13500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,yes,512,,,v2ZtbFxdMLUeS6K3smMjSx,43678847,3f2b6bac-9de7-47f3-b639-cfbf854c1252,2018-12-17T07:54:01,,158
2018-12-17T10:54:00.106+03:00,2018-12-17T10:59:42.110+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-14,????,NFDHR,,YE23,YE2305,?????????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,170,,,,yes,yes,,100,NaN,,,yes,yes,,400,NaN,,,YE13,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1300,1,,14,yes,11000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,515,,,v2ZtbFxdMLUeS6K3smMjSx,43679322,a7040e9c-3fa2-4724-a0af-dcbadb7a7982,2018-12-17T07:59:45,,159
2018-12-17T10:59:44.210+03:00,2018-12-17T11:07:41.916+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-12,????,NFDHR,,YE23,YE2307,???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,,,yes,yes,,450,NaN,,,YE13,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,100,,,,yes,yes,,120,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Treatment_Station,yes,1200,1,,12,yes,12000,16000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,512,,,v2ZtbFxdMLUeS6K3smMjSx,43680330,47e02046-6e89-4d59-a475-a4f7c4ba7f73,2018-12-17T08:07:45,,160
2018-12-17T11:06:39.739+03:00,2018-12-17T11:15:40.537+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Ba Nafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,20,300,150,,,yes,yes,70,150,,,,yes,no,110,150,136.3636364,,,yes,yes,,550,NaN,,,YE24,Wholesaler,1,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43680448,b70c7013-a805-46fb-a0d4-a042649b1b9d,2018-12-17T08:09:31,,161
2018-12-17T11:15:43.421+03:00,2018-12-17T11:30:12.086+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Ba Nafe'ea,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,yes,10000,20,,20,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43681885,831155d3-a32c-4338-b0d7-0335b7b0c20e,2018-12-17T08:24:01,,162
2018-12-17T11:07:44.761+03:00,2018-12-17T11:24:11.391+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-12,????,NFDHR,,YE23,YE2307,???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,110,,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1400,1,,16,yes,14000,17000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,510,,,v2ZtbFxdMLUeS6K3smMjSx,43681899,9330d37c-5175-43ff-9891-dee80cd98f51,2018-12-17T08:24:15,,163
2018-12-17T11:30:13.701+03:00,2018-12-17T11:31:26.975+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Ba Nafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,The market does not sell fuel.,v2ZtbFxdMLUeS6K3smMjSx,43681969,0d307902-542e-4618-85bb-6410ddad8461,2018-12-17T08:25:16,,164
2018-12-17T11:31:28.720+03:00,2018-12-17T11:33:12.440+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Ba Nafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,20,300,150,,,yes,yes,70,150,,,,yes,no,110,150,136.3636364,,,yes,yes,,550,NaN,,,YE24,Wholesaler,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43682056,1bc12b3e-d635-4482-83b6-7083bd06ec56,2018-12-17T08:27:01,,165
2018-12-17T11:33:13.716+03:00,2018-12-17T11:35:08.164+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Alqadeem Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,285,NaN,,,no,,,,,,,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,There is not an exchange shop at the area.,v2ZtbFxdMLUeS6K3smMjSx,43682290,d43c1ae7-cd3c-49e8-b736-e139009128d5,2018-12-17T08:28:58,,166
2018-12-17T11:24:13.898+03:00,2018-12-17T11:29:21.217+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-12,????,NFDHR,,YE23,YE2307,???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,150,NaN,,,yes,yes,100,100,,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1400,2,,16,yes,11500,17500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,505,,,v2ZtbFxdMLUeS6K3smMjSx,43682352,e532af0d-33a7-4bf8-8d11-1c744cdaf228,2018-12-17T08:29:25,,167
2018-12-17T11:35:10.291+03:00,2018-12-17T11:37:15.317+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-12,Shama'ah,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,20,300,150,,,yes,yes,70,150,,,,yes,no,110,150,136.3636364,,,yes,yes,,550,NaN,,,YE24,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,There is not an exchange shop at the area.,v2ZtbFxdMLUeS6K3smMjSx,43682548,8c2f9707-4f75-4bdb-b61b-debf36d96a07,2018-12-17T08:31:05,,168
2018-12-17T11:37:17.683+03:00,2018-12-17T11:38:51.481+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-13,Shama'ah,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,There is not an exchange shop at the area nor water trucking.,v2ZtbFxdMLUeS6K3smMjSx,43683176,aa69d3e3-43cd-4fd4-ab9e-ad3943ded517,2018-12-17T08:32:40,,169
2018-12-17T11:38:52.714+03:00,2018-12-17T11:41:16.857+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-13,Shama'ah,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,There is not an exchange shop at the area nor fuel stations.,v2ZtbFxdMLUeS6K3smMjSx,43683989,a4cb76aa-4aa6-4d57-90cd-851ddb68b9f7,2018-12-17T08:35:06,,170
2018-12-17T11:33:10.093+03:00,2018-12-17T11:36:42.187+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-15,???,NFDHR,,YE23,YE2307,????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,130,,,,yes,yes,,150,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1000,1,,15,yes,9000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,500,,,v2ZtbFxdMLUeS6K3smMjSx,43684226,ddac265a-ec9d-474e-ae3f-c6935db03e0c,2018-12-17T08:36:49,,171
2018-12-17T11:41:18.894+03:00,2018-12-17T11:43:02.968+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-13,Shama'ah,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,20,300,150,,,yes,yes,70,150,,,,yes,no,110,150,136.3636364,,,yes,yes,,550,NaN,,,YE24,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,There is not an exchange shop at the area.,v2ZtbFxdMLUeS6K3smMjSx,43684230,f14a819c-310e-4372-a64c-d42277ac1587,2018-12-17T08:36:51,,172
2018-12-17T11:36:48.017+03:00,2018-12-17T11:41:20.553+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-16,????,NFDHR,,YE23,YE2307,????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,130,NaN,,,yes,yes,100,140,,,,yes,yes,,130,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1000,1,,20,yes,10000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,505,,,v2ZtbFxdMLUeS6K3smMjSx,43684756,353eb9ab-d866-4a0a-a868-e73f9527734c,2018-12-17T08:41:23,,173
2018-12-17T11:43:04.035+03:00,2018-12-17T11:50:26.623+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-15,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,285,NaN,,,no,,,,,,,YE24,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43685085,320fb710-a7e3-4664-9c3e-5b16355faa0d,2018-12-17T08:44:16,,174
2018-12-17T11:41:22.115+03:00,2018-12-17T11:46:44.596+03:00,2018-12-17,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-13,????,NFDHR,,YE23,YE2307,????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,450,NaN,,,yes,yes,,450,NaN,,,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,150,,,,yes,yes,,140,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1400,1,,20,yes,12000,17000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,510,,,v2ZtbFxdMLUeS6K3smMjSx,43685352,a8eb30f4-20b7-4c39-a401-78f6a71da244,2018-12-17T08:46:48,,175
2018-12-17T11:50:29.025+03:00,2018-12-17T11:54:20.916+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-15,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,no,20,180,90,,,yes,yes,70,130,,,,yes,no,110,150,136.3636364,,,yes,yes,,550,NaN,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43685491,cdb147a5-bd18-4f4e-beee-513fd3543a45,2018-12-17T08:48:10,,176
2018-12-17T11:54:23.428+03:00,2018-12-17T11:55:40.089+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-15,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,The market does not provide water trucking.,v2ZtbFxdMLUeS6K3smMjSx,43685659,1d8e8783-2ca0-4618-ad27-bdd995221c95,2018-12-17T08:49:28,,177
2018-12-17T11:55:41.943+03:00,2018-12-17T11:56:48.509+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-15,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,The market does not provide fuel.,v2ZtbFxdMLUeS6K3smMjSx,43685751,95bb061d-7624-4adc-99a2-d512a4c6ebe5,2018-12-17T08:50:37,,178
2018-12-17T11:56:50.074+03:00,2018-12-17T11:58:31.368+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-15,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,NaN,,,yes,no,20,130,65,,,yes,yes,70,130,,,,yes,no,110,150,136.3636364,,,yes,yes,,600,NaN,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43685842,3f8f1f1e-481e-4b9d-911d-91affd7c0944,2018-12-17T08:52:20,,179
2018-12-17T11:58:32.942+03:00,2018-12-17T12:00:53.559+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-16,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,285,NaN,,,no,,,,,,,YE24,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,The market does not provide diesel.,v2ZtbFxdMLUeS6K3smMjSx,43686069,c13e385b-54e8-4d36-b96c-48b20256e64a,2018-12-17T08:54:43,,180
2018-12-17T12:00:56.037+03:00,2018-12-17T12:03:40.887+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-16,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,80,NaN,,,yes,no,20,130,65,,,yes,yes,70,130,,,,yes,no,110,140,127.2727273,,,yes,yes,,550,NaN,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,480,,,v2ZtbFxdMLUeS6K3smMjSx,43686318,67b710a2-5a86-4f55-a126-48a9786b15a9,2018-12-17T08:57:31,,181
2018-12-17T12:03:43.835+03:00,2018-12-17T12:07:18.363+03:00,2018-12-17,ee.humanitarianresponse.info:cdvhTlHxEgLwjefh,2018-12-16,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Other,yes,5000,10,,10,yes,25000,28000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,480,,The water trucking seller charge more for the vehicle diesel.,v2ZtbFxdMLUeS6K3smMjSx,43686554,d95dffc6-cec2-4a8a-9a1f-d61e066e79d2,2018-12-17T09:01:08,,182
