date_survey,enumerator_id,select_one_organisation_name,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,_uuid
11/27/2018,,SCI,YE15,YE1521,Al Nashma,Rural,yes,,,,,,,,,,,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE24,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,50,NaN,50,yes,yes,75,400,426.6666667,832,yes,yes,,100,NaN,100,yes,yes,,500,NaN,500,YE24,Wholesaler,14,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,5000,7,,9,yes,5000,6000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,525,0ff4439c-bc8d-496c-af45-72140fcd82e5
11/27/2018,Ridwan,SCI,YE15,YE1521,Al Nashma,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE15,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,150,NaN,150,yes,yes,75,400,426.6666667,853.3333333,yes,yes,,110,NaN,110,yes,yes,,600,NaN,600,YE15,,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,5000,,,9,yes,5000,0,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,525,676499e7-3722-448e-ab73-c7d792da549f
11/27/2018,Ridwan,SCI,YE15,YE1521,Al Nashma,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,130,NaN,130,no,,,,,,yes,yes,,100,NaN,100,yes,yes,,400,NaN,400,YE15,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,772ee3ae-0831-4ca4-bbc2-e50bcdfcaa7b
11/27/2018,Ridwan,SCI,YE15,YE1521,Al Nashma,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,140,NaN,140,no,,,,,,yes,yes,,120,NaN,120,yes,yes,,520,NaN,520,YE15,,5,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,2300,9,,10,yes,4000,5000,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,525,5a72de83-f001-40cd-b663-3144ca258835
11/26/2018,Ridwan,SCI,YE15,YE1522,Al Ain,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE24,14,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,125,NaN,125,yes,yes,75,130,138.6666667,138.6666667,yes,yes,,100,NaN,100,yes,yes,,600,NaN,600,YE15,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2000,12,,13,yes,5000,,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,520,f5a9e1bf-8af0-4fa4-8493-bcc1bdb5ed93
11/26/2018,Ridwan,SCI,YE15,YE1522,Al Ain,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE15,7,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,100,NaN,100,yes,yes,75,130,138.6666667,138.6666667,yes,yes,,100,NaN,100,yes,yes,,600,NaN,600,YE15,Wholesaler,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1500,12,,10,yes,8000,,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,530,49a354f7-91af-425c-9f56-bf73097367a5
11/26/2018,Ridwan,SCI,YE15,YE1522,Al Ain,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE15,,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,100,NaN,100,yes,yes,75,140,149.3333333,149.3333333,yes,yes,,120,NaN,120,yes,yes,,600,NaN,600,YE15,Wholesaler,5,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,,Pumping_Station_or_Borehole,no,2000,8,,10,yes,8000,,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,yes,520,628aabf1-1f21-49bb-ab97-aa98af43ae49
11/22/2018,Mansoor,SCI,YE17,YE1722,Alkhamis Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,600,NaN,600,yes,yes,,590,NaN,590,YE18,2,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,67083ad7-dece-43f3-8abb-842ecc82f63b
11/22/2018,Mansoor,SCI,YE17,YE1722,Alkhamis Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,600,NaN,600,yes,yes,,580,NaN,580,YE18,1,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,ffd84eeb-9cc6-4e17-aaee-ebf486558368
11/22/2018,Mansoor,SCI,YE17,YE1722,Center Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,625,NaN,625,yes,yes,,625,NaN,625,YE18,2,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,be01ac8a-de6f-4690-b087-23b370c564b8
11/22/2018,Mansoor,SCI,YE17,YE1722,Center Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,625,NaN,625,yes,yes,,625,NaN,625,YE18,1,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,c059916a-1123-4754-8c6c-2c24e4db55d4
11/22/2018,Abdullah,SCI,YE17,YE1722,Center Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Water_Spring,no,3000,12,,15,yes,2000,3000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,520,09147ebb-448f-4692-bdd4-e91bd7d6d493
11/22/2018,Abdullah,SCI,YE17,YE1722,Center Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,130,118.1818182,118.1818182,yes,yes,,650,NaN,650,YE18,,2,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,6c869fa9-b9af-464b-a6a9-d7dab497908a
11/22/2018,Mansoor,SCI,YE17,YE1722,Alkhamis Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,2000,8,,10,yes,7500,12500,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,520,c29c03a1-0392-4dc2-a10f-0d9a235386c8
11/22/2018,Mansoor,SCI,YE17,YE1722,Alkhamis Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,125,62.5,62.5,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,130,118.1818182,118.1818182,yes,yes,,650,NaN,650,YE18,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,25db1e3d-d91f-437b-8e02-585bf8055f6b
11/22/2018,Mansoor,SCI,YE17,YE1722,Alkhamis Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,130,118.1818182,118.1818182,yes,yes,,650,NaN,650,YE18,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,b3f6be7a-4194-46e8-a069-79c701a8ac4b
11/22/2018,Mansoor,SCI,YE17,YE1722,Center Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,130,118.1818182,118.1818182,yes,yes,,650,NaN,650,YE17,Wholesaler,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,baa1f913-b64c-43e6-a060-33ff11e32e7e
11/22/2018,Abdullah,SCI,YE17,YE1724,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,600,NaN,600,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,56cbf491-4245-4b69-9d60-29949afcc8ac
11/22/2018,Abdullah,SCI,YE17,YE1724,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Public,Water_Spring,no,1500,3,,10,yes,2500,3500,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,b3a0a3d9-5296-4100-b5d8-b36b591a0ab1
11/22/2018,Abdullah,SCI,YE17,YE1724,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,100,90.90909091,90.90909091,yes,yes,,400,NaN,400,YE18,Wholesaler,7,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,5fb0dd75-b96e-4038-bdb4-cf2b978f4471
11/22/2018,Abdullah,SCI,YE17,YE1726,Alaman Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,ee32fffd-447d-45c1-bbcb-352d4fa0a857
11/22/2018,Abdullah,SCI,YE17,YE1726,Alaman Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,a9ea2c7e-d60e-426a-8845-2aed7e71d25f
11/22/2018,Abdullah,SCI,YE17,YE1726,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,650,NaN,650,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,6e8927c1-ff64-4bac-8719-ba4626d6d684
11/22/2018,Abdullah,SCI,YE17,YE1726,Alaman Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Public,Water_Spring,no,1500,2,,10,yes,1000,2000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,520,3d93c911-cca2-4d1c-869d-dbe3e42a531d
11/22/2018,Abdullah,SCI,YE17,YE1726,Alaman Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,100,90.90909091,90.90909091,yes,yes,,500,NaN,500,YE18,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,ab9fb70a-e895-4188-8098-f770b1563cae
11/22/2018,Abdullah,SCI,YE17,YE1726,Alaman Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,100,90.90909091,90.90909091,yes,yes,,500,NaN,500,YE18,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,ffe6be4f-4904-4ccd-a70b-a13d95af0e4b
11/22/2018,Abdullah,SCI,YE17,YE1726,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,100,90.90909091,90.90909091,yes,yes,,500,NaN,500,YE18,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,042bce16-a8b7-4fd7-9a5c-0f452b9eaa1a
11/21/2018,Abdulaziz,SCI,YE18,YE1807,Az Zaydiyah Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,2,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,136669bc-84c0-4acf-9859-19a995a4c899
11/21/2018,Abdulaziz,SCI,YE18,YE1807,Az Zaydiyah Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,200,yes,no,20,250,125,125,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,150,136.3636364,136.3636364,yes,yes,,400,NaN,400,YE18,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,6fcc6e59-fcaa-47bd-a37d-ab095ae15896
11/21/2018,Abdulaziz,SCI,YE18,YE1807,Az Zaydiyah Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,1000,3,,30,yes,4000,8000,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,520,3f301d14-b278-48d3-a2c5-a258bc5b1645
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,0ddf1c7b-9f96-43ff-a63a-bf2bdeb47d36
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,8cc0e5a7-9407-4601-b567-ae09625421a8
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,0d031fca-c9a0-4764-914b-3ad94c1dbe59
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,500,3,,30,yes,2000,4000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,560,8fbcecc0-5088-4d87-84e8-d9b4e3b8773c
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,500,2,,30,yes,2500,5000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,560,d5bd6e36-bd3c-4137-beae-117c205235d2
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,200,yes,no,20,150,75,75,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,170,154.5454545,154.5454545,yes,yes,,600,NaN,600,YE18,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,883b44cf-f067-44d3-a3e1-d2bf54c0d6b2
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,180,yes,no,20,150,75,75,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,170,154.5454545,154.5454545,yes,yes,,550,NaN,550,YE18,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,05006b24-c7d1-4e6f-89fb-5c5ae9a712e3
11/21/2018,Naif,SCI,YE18,YE1810,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,200,yes,no,20,150,75,75,yes,yes,70,150,171.4285714,171.4285714,yes,no,110,160,145.4545455,145.4545455,yes,yes,,200,NaN,200,YE18,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,e16c7572-e841-4ea8-8d00-555203fecf6a
11/21/2018,Abdulaziz,SCI,YE18,YE1822,Az Zaydiah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,2,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,403db736-872e-4809-a72f-7f3168b79267
11/21/2018,Abdulaziz,SCI,YE18,YE1822,Az Zaydiyah Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,575,yes,yes,,580,NaN,580,YE18,2,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,81eed63a-b616-4bbf-88f8-ec068de5a129
