Index_ID,date_ID,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel.Cash,cash_feasibility_fuel.Mobile_money,cash_feasibility_fuel.Credit_debit_Card,cash_feasibility_fuel.Prepaid_cards,cash_feasibility_fuel.Credit,cash_feasibility_fuel.Vouchers,cash_feasibility_fuel.Bartering,cash_feasibility_fuel.Other,cash_feasibility_fuel.Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple.Price_inflation,fuel_constraints_multiple.Liquidity_shortage,fuel_constraints_multiple.Shortage_of_demand,fuel_constraints_multiple.Insecurity_and_instability,fuel_constraints_multiple.Supply_shortage,fuel_constraints_multiple.Government_regulations,fuel_constraints_multiple.Transportation_issues,fuel_constraints_multiple.Other_see_next_question,fuel_constraints_multiple.Do_not_know,fuel_constraints_multiple.No_constraints,fuel_constraints_multiple.Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash.Cash,cash_feasibility_wash.Mobile_money,cash_feasibility_wash.Credit_debit_Card,cash_feasibility_wash.Prepaid_cards,cash_feasibility_wash.Credit,cash_feasibility_wash.Vouchers,cash_feasibility_wash.Bartering,cash_feasibility_wash.Other,cash_feasibility_wash.Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple.Price_inflation,wash_constraints_multiple.Liquidity_shortage,wash_constraints_multiple.Shortage_of_demand,wash_constraints_multiple.Insecurity_and_instability,wash_constraints_multiple.Supply_shortage,wash_constraints_multiple.Government_regulations,wash_constraints_multiple.Transportation_issues,wash_constraints_multiple.Other_see_next_question,wash_constraints_multiple.Do_not_know,wash_constraints_multiple.No_constraints,wash_constraints_multiple.Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking.Cash,cash_feasibility_water_trucking.Mobile_money,cash_feasibility_water_trucking.Credit_debit_Card,cash_feasibility_water_trucking.Prepaid_cards,cash_feasibility_water_trucking.Credit,cash_feasibility_water_trucking.Vouchers,cash_feasibility_water_trucking.Bartering,cash_feasibility_water_trucking.Other,cash_feasibility_water_trucking.Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple.Price_inflation,constraints_multiple.Liquidity_shortage,constraints_multiple.Shortage_of_demand,constraints_multiple.Insecurity_and_instability,constraints_multiple.Supply_shortage,constraints_multiple.Government_regulations,constraints_multiple.Transportation_issues,constraints_multiple.Other_see_next_question,constraints_multiple.Do_not_know,constraints_multiple.No_constraints,constraints_multiple.Vendor_did_not_answer,exchange_rate,uuid
813,Nov-18,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Al Matari Shops,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,200,NA,200,yes,yes,125,140,89.6,89.6,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299df46d-9929-4aff-83ba-d23216933265
814,Nov-18,YE13,Amanat Al Asimah,YE1307,At Tahrir,Al Eha'a Street,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,505,NA,505,YE18,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,160,NA,160,yes,yes,NA,150,NA,150,yes,yes,100,160,128,128,yes,yes,NA,120,NA,120,yes,yes,NA,750,NA,750,YE18,NA,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,6,NA,5,yes,16000,20000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,520,e154a08c-42b2-4bf1-b35f-628a115ac7f8
815,Nov-18,YE13,Amanat Al Asimah,YE1307,At Tahrir,Qa'a Al Alfi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,505,NA,505,YE18,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,170,NA,170,yes,yes,NA,150,NA,150,yes,yes,100,160,128,128,yes,yes,NA,140,NA,140,yes,yes,NA,750,NA,750,YE18,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,2000,4,NA,4,yes,10000,14000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,520,6795f104-f6e4-4fba-9ac3-a4df4213d5d8
816,Nov-18,YE13,Amanat Al Asimah,YE1307,At Tahrir,Al Etha'ah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,550,NA,550,YE26,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,140,NA,140,yes,yes,100,150,120,120,yes,yes,NA,145,NA,145,yes,yes,NA,620,NA,620,YE24,Wholesaler,2,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1650,15,NA,10,yes,9500,2500,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,500,8ace3492-e570-4f06-93d3-aa73eadd49e0
817,Nov-18,YE13,Amanat Al Asimah,YE1308,Ma'ain,Al Raqqas Station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE18,4,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13eb201b-c40b-4ed6-be1c-cb0f139345ec
818,Nov-18,YE13,Amanat Al Asimah,YE1308,Ma'ain,Hayel Station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE18,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5efa8a64-a303-4e70-ac4d-86d3bc144edc
819,Nov-18,YE13,Amanat Al Asimah,YE1308,Ma'ain,Sadeq Mohammed Abdullah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,825,1,NA,1,no,NA,NA,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,NA,3a3e6bcc-e93d-4a1b-8ada-43296c320e6b
820,Nov-18,YE13,Amanat Al Asimah,YE1308,Ma'ain,A Fat-h Shops,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,NA,110,yes,yes,NA,200,NA,200,yes,yes,125,150,96,96,yes,yes,NA,150,NA,150,yes,yes,NA,650,NA,650,YE13,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03132600-d5da-4e52-80bc-c2300ba1d964
821,Nov-18,YE13,Amanat Al Asimah,YE1308,Ma'ain,Eyad Shops,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,yes,yes,NA,220,NA,220,yes,yes,125,140,89.6,89.6,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,NA,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e99ee984-23f6-4294-90c6-beb69ac96308
822,Nov-18,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Al Samee'ie shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE13,4,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,300,NA,300,yes,yes,75,150,160,160,yes,yes,NA,110,NA,110,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,Do_not_know,1600,2,NA,3,no,NA,NA,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,590,54509076-68e3-482a-a87f-a2df80704f57
823,Nov-18,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Al Mentab shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,Vendor_did_not_answer,4,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,320,NA,320,yes,yes,75,140,149.3333333,149.3333333,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,Do_not_know,1600,3,NA,NA,Do_not_know,NA,NA,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,505,02c8d374-e8f7-487b-9d26-f8be6c73b1d1
824,Nov-18,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Jamaher shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE18,3,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,300,NA,300,yes,yes,75,160,170.6666667,170.6666667,yes,yes,NA,100,NA,100,yes,yes,NA,570,NA,570,YE13,Wholesaler,1,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,yes,1700,2,NA,3,no,NA,NA,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,490,255b6605-9baf-435e-b45e-ea0d8db66269
825,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,8,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,120,NA,120,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,650,NA,650,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1200,7,NA,7,yes,8500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,2bd52ec3-89b0-4227-96fb-975aca506521
826,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,580,NA,580,yes,yes,NA,600,NA,600,YE18,8,Price_inflation Liquidity_shortage Shortage_of_demand Government_regulations,1,1,1,0,0,1,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,110,NA,110,yes,yes,75,160,170.6666667,170.6666667,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1200,7,NA,7,yes,8500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,906835f4-d8fa-4f1c-a17e-63b385cfd9d9
827,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1200,7,NA,7,yes,8500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,d4ff7895-86e4-470e-bb22-e955050ca10b
828,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Rawe' Mothallath,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,80,NA,80,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,6,NA,7,yes,7500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,03a0f723-964d-403f-9d69-5e729ebe8718
829,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Rawe' Mothallath,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,650,NA,650,YE13,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,6,NA,7,yes,7500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,c1f3a1cc-0f0a-4948-a57d-3f7862c76bfd
830,Nov-18,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Rawe' Mothallath,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE18,8,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,yes,yes,NA,90,NA,90,yes,yes,75,140,149.3333333,149.3333333,yes,yes,NA,120,NA,120,yes,yes,NA,630,NA,630,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,6,NA,7,yes,7500,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,530,39c89ff2-35c4-48f4-b877-8735e4fb1f50
831,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Markezi Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,570,NA,570,YE26,4,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,220,NA,220,yes,yes,NA,300,NA,300,yes,yes,100,150,120,120,yes,yes,NA,140,NA,140,yes,yes,NA,550,NA,550,YE20,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Water_Spring,yes,2500,25,NA,25,yes,10000,13000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,560,c274a12b-e824-4116-bdb8-3deea54e88ed
832,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Qadeem Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE26,10,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,1,1,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,250,NA,250,yes,yes,NA,300,NA,300,yes,yes,100,150,120,120,yes,yes,NA,500,NA,500,yes,yes,NA,500,NA,500,YE14,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Water_Spring,yes,2000,7,NA,20,yes,10000,13000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,565,b9e012e1-84a0-4d5f-9619-44c38c4d54de
833,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Qadeem Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE26,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,230,NA,230,yes,yes,NA,300,NA,300,yes,yes,100,150,120,120,yes,yes,NA,130,NA,130,yes,yes,NA,550,NA,550,YE14,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Water_Spring,Do_not_know,2200,14,NA,30,yes,14000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,560,93237515-a17c-42df-a1ff-993e950def8d
834,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Qadeem,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE14,NA,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,230,NA,230,yes,yes,NA,300,NA,300,yes,yes,100,140,112,112,yes,yes,NA,200,NA,200,yes,yes,NA,600,NA,600,YE23,Wholesaler,NA,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,7,Private,Water_Spring,Do_not_know,2000,5,NA,30,yes,1400,17000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,565,090106ad-88d5-458d-94e2-d54d4a5ee2df
835,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Qadeem,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE26,NA,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,220,NA,220,yes,yes,NA,300,NA,300,yes,yes,100,150,120,120,yes,yes,NA,180,NA,180,yes,yes,NA,540,NA,540,YE23,Wholesaler,NA,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Water_Spring,Do_not_know,2500,4,NA,25,yes,7500,10000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,565,c1e4bdd6-48f2-41a6-a90b-a93e897f4161
836,Nov-18,YE14,Al Bayda,YE1413,Rada',Al Mostashfa Al Qadeem,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,565,NA,565,YE26,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,NA,200,yes,yes,NA,300,NA,300,yes,yes,100,130,104,104,yes,yes,NA,150,NA,150,yes,yes,NA,500,NA,500,YE23,NA,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Water_Spring,Do_not_know,2000,13,NA,40,yes,10000,13000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,560,c36371ab-d276-4fd2-8f2c-eaf9dfaec875
837,Nov-18,YE15,Taizz,YE1506,Dhubab,Al Souq Al Aam,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,375,NA,375,yes,yes,NA,415,NA,415,YE24,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,130,NA,130,yes,yes,100,155,124,124,yes,yes,NA,125,NA,125,yes,yes,NA,650,NA,650,YE15,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,25760a14-9621-4236-ab33-09b12989f3a4
838,Nov-18,YE15,Taizz,YE1506,Dhubab,Al Mukha/Old Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,375,NA,375,yes,yes,NA,415,NA,415,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,160,NA,160,yes,yes,NA,150,NA,150,yes,yes,100,150,120,120,yes,yes,NA,140,NA,140,yes,yes,NA,700,NA,700,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,0719654b-21a7-420e-a735-c81ccddbc74b
